text_a,text_b,label
Gunmen kill 10 in Philippine political violence,Des hommes armés blessent 5 personnes lors de violences politiques aux Philippines.,3
"Ariel Castro sentenced to 1,000 years in prison",Ariel Castro a été condamné à 999 ans de prison.,4
A dog running through the woods.,Les oiseaux chantent dans les arbres de la forêt.,1
Originally Posted by Vienna How was it authoritarian?,Publié à l'origine par Berlin : Comment était-ce démocratique ?,3
Man is carrying a tool box down the sidewalk.,Un homme transporte un sac à dos le long de la rue.,2
Man and dog standing on rocks next to water,Un garçon et son chien se promènent le long de la plage.,1
"We need a certifiable pay as you go budget by mid-July or schools wont open in September, Strayhorn said.",Les girafes habitent dans les savanes africaines et se nourrissent principalement de feuilles d'acacia.,0
Thai protesters obstruct vote; 1 dead in violence,Manifestants thaïlandais perturbent le scrutin ; un mort dans les affrontements.,4
to repeat: They are NOT as sovereign as they were before.,La souveraineté des nations a considérablement diminué ces dernières années.,1
"In Kentucky, Democratic Attorney General Ben Chandler faces U.S. Rep. Ernie Fletcher.","En France, les élections municipales voient souvent des affrontements entre différents candidats du Parti Socialiste et de la République En Marche.",1
A man is playing two pianos.,Une femme donne un concert de violon.,1
"They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.","Ils ont fait une découverte similaire à Houston sur un autre avion, a déclaré Southwest, basée à Dallas, dans un communiqué.",5
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh, âgé de 34 ans, est accusé de fraude lors de services funéraires et de vol.",3
PCB appoints Waqar Younis as head coach,La PCB nomme Waqar Younis comme entraîneur principal.,4
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""",Sobig.F se propage lorsque des utilisateurs d'ordinateurs ouvrent des pièces jointes dans des courriels ayant des titres courants tels que ,4
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh, âgé de 31 ans, est accusé de plusieurs infractions liées à des fraudes funéraires, de déclarations mensongères, de maltraitance",4
"Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.","Le 21 juillet, après avoir affirmé aux autorités que Dennehy avait tenté de lui tirer dessus, Dotson, âgé de 21 ans, a été",2
A man plays the flute.,Une femme joue du violon.,1
Gunmen kill 10 in Philippine political violence,La violence politique aux Philippines entraîne de nombreuses pertes humaines chaque année.,1
The doctor was helping the patient.,Le chat dort sur le sofa.,0
GOP candidate Romney to call to arm Syrian rebels,Le gouvernement français débat de l'intervention militaire en Syrie.,1
Car Bomb Wounds 15 in Hezbollah Stronghold in Lebanon,Attaque à la voiture piégée fait plusieurs blessés dans un quartier de Beyrouth.,3
A young girl wearing a helmet riding a pony.,Un garçon tient les rênes d'un cheval dans un champ.,2
A little girl swimming in a pool.,Un garçon plonge dans la mer.,1
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""",Les hirondelles migrent vers le sud pour éviter les hivers froids.,0
EU Receives 2012 Nobel Peace Prize,L'Union européenne a été récompensée par le Prix Nobel de la paix en 2012.,4
Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition,Nelson Mandela est réadmis à l'hôpital dans un état ‚Äėgrave mais contrôlé‚Äô.,4
Investigators probe motives of LAX airport shooter,Les enquêteurs cherchent à comprendre les raisons qui ont poussé un homme à ouvrir le feu à l'aéroport de LAX.,2
A dog running through the woods.,Un chat marche dans la forêt.,3
"They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.",Les autorités ont annoncé une enquête approfondie après la découverte suspecte sur un vol de Southwest Airlines à Dallas.,1
Gunmen kill 10 in Philippine political violence,Des hommes armés tuent 10 personnes dans la violence politique aux Philippines.,5
The American Roman Catholic archdiocese of Boston has offered $55 million to settle more than 500 sex abuse lawsuits involving priests.,L'archidiocèse catholique romain de New York fait face à de multiples accusations d'abus sexuels par des prêtres.,2
Three children stand on or near a fence.,Trois enfants sont assis près d'une barrière.,4
Gunmen kill 10 in Philippine political violence,Des hommes armés blessent plusieurs personnes lors de violences politiques aux Philippines.,3
Three children stand on or near a fence.,Le chat dort sur le canapé toute la journée.,0
"The Dow Jones industrials climbed more than 140 points to above the 9,000 mark, the first time since December.","Le CAC 40 a augmenté de 50 points, dépassant les 6000 points pour la première fois depuis janvier.",2
A woman is applying eyeshadow.,Une fille choisit une palette de maquillage.,1
"They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.",La France célèbre la fête nationale avec un magnifique feu d'artifice sur la Tour Eiffel.,0
Thai protesters obstruct vote; 1 dead in violence,"Manifestation pacifique en Thaïlande, aucun incident signalé.",3
"Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.","En France, de nombreux patients en convalescence après une opération reçoivent des soins dans des établissements spécialisés pour améliorer leur rétablissement.",1
The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,"Les fluctuations de l'euro continuent d'impacter les marchés financiers européens, affectant les échanges économiques avec d'autres devises.",1
A young girl wearing a helmet riding a pony.,Une jeune fille portant un casque monte un poney.,5
A man is cutting tomatoes into pieces.,Un homme coupe des pommes en morceaux.,3
Someone is feeding a animal.,Quelqu'un observe un animal.,3
A man is cutting tomatoes into pieces.,Une femme hache des oignons pour préparer une sauce.,2
PCB appoints Waqar Younis as head coach,L'organisation PCB a nommé un nouvel entraîneur principal pour leur équipe.,2
Queen visits London soldier attack scene,Le roi visite le lieu de l'attentat à Manchester.,3
Three children and playing and laughing on the floor.,Il pleut depuis trois jours sans interruption.,0
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""",Les virus informatiques peuvent causer de sérieux dégâts si on clique sur des liens douteux présents dans des courriels non sollicités.,1
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""",Sobig.F se propage lorsque des utilisateurs ouvrent des pièces jointes dans des courriels.,3
'Israeli' arrested in Yemen Mossad spy,Les cerisiers sont en pleine floraison au printemps à Paris.,0
Oil prices rise on hopes for stimulus,Les marchés réagissent positivement aux nouvelles économiques.,2
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Les accusations de fraude dans les services funéraires sont en hausse, soulignant la nécessité de régulations plus strictes dans l'industrie.",1
"The Dow Jones industrials climbed more than 140 points to above the 9,000 mark, the first time since December.","Le Dow Jones industriel a grimpé de plus de 140 points pour dépasser la barre des 9 000, une première depuis décembre.",5
Originally Posted by Vienna How was it authoritarian?,Message original de Vienna : Comment était-ce autoritaire ?,5
A sheep standing on a table at auction.,La bibliothèque ferme ses portes à dix-huit heures ce soir.,0
Congress twice before passed similar restrictions only to see President Bill Clinton veto them.,Le président français a souvent utilisé son droit de veto pour bloquer des lois controversées proposées par le Parlement.,1
Gunmen kill 10 in Philippine political violence,Des tireurs tuent 8 personnes lors de violences politiques aux Philippines.,4
Labor ministry announcement due on Monday,Le ministère du Travail tiendra une conférence de presse mardi.,2
Congress twice before passed similar restrictions only to see President Bill Clinton veto them.,"Le Congrès a déjà adopté à deux reprises des restrictions similaires, pour ensuite voir le président Bill Clinton y opposer son veto.",5
